fecha_venta;familia;cantidad;gramos
2022-10-03;CHOCOLATE;1;900
2022-10-03;VAINILLA;1;1000
2022-10-04;MANGO;1;750
2022-10-05;VAINILLA;1;750
2022-10-05;VAINILLA;1;4550
2022-10-06;CHOCOLATE;1;1350
2022-10-06;FRUTILLA;1;350
2022-10-07;MANGO;1;2250
2022-10-12;VAINILLA;1;2900
2022-10-12;VAINILLA;1;950
2022-10-21;VAINILLA;1;600
2022-10-21;CHOCOLATE;1;2000
2022-10-21;FRUTILLA;1;650
2022-10-22;CHOCOLATE;1;1400
2022-10-25;CHOCOLATE;1;1100
2022-10-25;FRUTILLA;1;300
2022-10-26;VAINILLA;1;1100
2022-10-28;MENTA;1;1100
2022-10-28;MENTA;1;900
2022-10-28;CHOCOLATE;1;950
2022-10-28;CHOCOLATE;1;850
2022-10-28;VAINILLA;1;550
2022-10-29;MENTA;1;450
2022-10-29;MENTA;1;850
2022-10-29;VAINILLA;1;1900
2022-10-29;VAINILLA;1;2150
2022-10-29;FRUTILLA;1;600
2022-10-29;VAINILLA;1;1450
2022-10-29;VAINILLA;1;750
2022-10-29;VAINILLA;1;5550
2022-11-02;FRUTILLA;1;400
2022-11-03;CHOCOLATE;1;1100
2022-11-07;VAINILLA;1;1250
2022-11-07;VAINILLA;1;1400
2022-11-08;CHOCOLATE;1;1250
2022-11-08;MENTA;1;900
2022-11-10;VAINILLA;1;1500
2022-11-10;VAINILLA;1;1750
2022-11-10;MENTA;1;350
2022-11-11;CHOCOLATE;1;1000
2022-11-12;FRUTILLA;1;1050
2022-11-14;VAINILLA;1;1000
2022-11-16;VAINILLA;1;1650
2022-11-16;VAINILLA;1;850
2022-11-16;VAINILLA;1;1700
2022-11-17;VAINILLA;1;900
2022-11-17;VAINILLA;1;950
2022-11-17;CHOCOLATE;1;1350
2022-11-17;FRUTILLA;1;600
2022-11-21;VAINILLA;1;1250
2022-11-21;CHOCOLATE;1;550
2022-11-24;VAINILLA;1;850
2022-11-24;VAINILLA;1;3800
2022-11-25;CHOCOLATE;1;3950
2022-11-25;FRUTILLA;1;400
2022-11-25;CHOCOLATE;1;750
2022-11-28;CHOCOLATE;1;500
2022-11-29;MORA;1;350
2022-11-30;VAINILLA;1;1550
2022-12-02;VAINILLA;1;900
2022-12-03;CHOCOLATE;1;1200
2022-12-03;FRUTILLA;1;350
2022-12-03;VAINILLA;1;1500
2022-12-03;CHOCOLATE;1;1200
2022-12-03;FRUTILLA;1;700
2022-12-03;CHOCOLATE;1;1000
2022-12-05;VAINILLA;1;1400
2022-12-06;VAINILLA;1;1200
2022-12-07;MANGO;1;1800
2022-12-07;MENTA;1;450
2022-12-09;MENTA;1;1050
2022-12-09;MANGO;1;1000
2022-12-09;MANGO;1;1200
2022-12-12;FRUTILLA;1;1700
2022-12-12;VAINILLA;1;1250
2022-12-13;VAINILLA;1;3000
2022-12-13;MENTA;1;850
2022-12-13;MENTA;1;450
2022-12-15;MENTA;1;450
2022-12-15;CHOCOLATE;1;2100
2022-12-16;CHOCOLATE;1;2350
2022-12-16;MANGO;1;1250
2022-12-16;VAINILLA;1;2000
2022-12-16;CHOCOLATE;1;1050
2022-12-19;MENTA;1;2600
2022-12-19;CHOCOLATE;1;2350
2022-12-19;FRUTILLA;1;1000
2022-12-19;MENTA;1;550
2022-12-19;VAINILLA;1;1300
2022-12-20;VAINILLA;1;1500
2022-12-20;MANGO;1;1900
2022-12-20;CHOCOLATE;1;2050
2022-12-20;FRUTILLA;1;750
2022-12-20;CHOCOLATE;1;1900
2022-12-20;FRUTILLA;1;1000
2022-12-21;MENTA;1;450
2022-12-21;VAINILLA;1;1400
2022-12-21;MANGO;1;2500
2022-12-21;VAINILLA;1;2200
2022-12-21;FRUTILLA;1;250
2022-12-21;CHOCOLATE;1;2350
2022-12-21;VAINILLA;1;1250
2022-12-21;CHOCOLATE;1;4000
2022-12-22;MENTA;1;1750
2022-12-22;CHOCOLATE;1;1000
2022-12-22;VAINILLA;1;1250
2022-12-22;FRUTILLA;1;600
2022-12-22;FRUTILLA;1;750
2022-12-22;FRUTILLA;1;600
2022-12-22;VAINILLA;1;800
2022-12-22;CHOCOLATE;1;3250
2022-12-22;VAINILLA;1;1600
2022-12-22;FRUTILLA;1;550
2022-12-22;CHOCOLATE;1;1600
2022-12-22;VAINILLA;1;900
2022-12-22;MENTA;1;850
2022-12-23;MENTA;1;500
2022-12-23;MENTA;1;750
2022-12-23;VAINILLA;1;1150
2022-12-23;MANGO;1;1900
2022-12-23;MENTA;1;600
2022-12-23;MENTA;1;650
2022-12-23;MENTA;1;1450
2022-12-23;MENTA;1;600
2022-12-23;MANGO;1;3800
2022-12-23;CHOCOLATE;1;600
2022-12-23;MANGO;1;800
2022-12-23;MANGO;1;800
2022-12-23;CHOCOLATE;1;1000
2022-12-23;FRUTILLA;1;1000
2022-12-24;CHOCOLATE;1;1300
2022-12-24;FRUTILLA;1;500
2022-12-24;VAINILLA;1;1550
2022-12-24;FRUTILLA;1;900
2022-12-24;VAINILLA;1;1300
2022-12-24;CHOCOLATE;1;1100
2022-12-24;MENTA;1;2350
2022-12-24;VAINILLA;1;4000
2022-12-24;MENTA;1;1250
2022-12-24;MENTA;1;1050
2022-12-27;MENTA;1;650
2022-12-28;FRUTILLA;1;600
2022-12-28;MANGO;1;1650
2022-12-28;FRUTILLA;1;750
2022-12-28;CHOCOLATE;1;5200
2022-12-28;CHOCOLATE;1;1950
2022-12-28;MENTA;1;450
2022-12-29;MENTA;1;1550
2022-12-29;MENTA;1;700
2022-12-30;VAINILLA;1;900
2022-12-30;CHOCOLATE;1;5200
2022-12-30;CHOCOLATE;1;1000
2022-12-30;VAINILLA;1;1450
2022-12-30;VAINILLA;1;1100
2022-12-31;CHOCOLATE;1;1000
2022-01-03;CHOCOLATE;1;1150
2022-01-04;VAINILLA;1;850
2022-01-04;VAINILLA;1;2650
2022-01-06;CHOCOLATE;1;850
2022-01-06;VAINILLA;1;1450
2022-01-07;CHOCOLATE;1;1500
2022-01-07;MANGO;1;700
2022-01-07;MANGO;1;700
2022-01-07;MENTA;1;950
2022-01-07;VAINILLA;1;2200
2022-01-12;VAINILLA;1;1300
2022-01-14;VAINILLA;1;3650
2022-01-15;CHOCOLATE;1;500
2022-01-15;MENTA;1;700
2022-01-15;MENTA;1;1100
2022-01-17;MANGO;1;4600
2022-01-17;CHOCOLATE;1;1600
2022-01-17;MENTA;1;700
2022-01-19;VAINILLA;1;1000
2022-01-19;VAINILLA;1;900
2022-01-19;CHOCOLATE;1;500
2022-01-20;FRUTILLA;1;4200
2022-01-20;MANGO;1;1500
2022-01-20;MENTA;1;300
2022-01-20;FRUTILLA;1;950
2022-01-21;MENTA;1;750
2022-01-22;MANGO;1;2150
2022-01-24;MENTA;1;1100
2022-01-25;MENTA;1;400
2022-01-25;CHOCOLATE;1;9150
2022-01-25;MENTA;1;600
2022-01-25;MENTA;1;550
2022-01-25;MENTA;1;650
2022-01-27;FRUTILLA;1;2050
2022-01-27;MENTA;1;500
2022-01-27;MENTA;1;600
2022-01-27;VAINILLA;1;1350
2022-01-28;CHOCOLATE;1;750
2022-01-28;FRUTILLA;1;250
2022-01-28;VAINILLA;1;1400
2022-01-28;VAINILLA;1;1250
2022-01-28;CHOCOLATE;1;500
2022-01-29;VAINILLA;1;1250
2022-01-29;CHOCOLATE;1;1050
2022-02-01;MENTA;1;800
2022-02-01;VAINILLA;1;1650
2022-02-01;MENTA;1;400
2022-02-03;CHOCOLATE;1;2700
2022-02-04;MENTA;1;600
2022-02-05;VAINILLA;1;1350
2022-02-08;FRUTILLA;1;400
2022-02-08;CHOCOLATE;1;950
2022-02-08;VAINILLA;1;1400
2022-02-09;CHOCOLATE;1;600
2022-02-09;VAINILLA;1;950
2022-02-10;FRUTILLA;1;400
2022-02-10;CHOCOLATE;1;800
2022-02-10;FRUTILLA;1;400
2022-02-10;CHOCOLATE;1;900
2022-02-10;MENTA;1;1300
2022-02-11;FRUTILLA;1;500
2022-02-11;VAINILLA;1;2800
2022-02-11;FRUTILLA;1;550
2022-02-11;CHOCOLATE;1;500
2022-02-12;CHOCOLATE;1;1550
2022-02-12;CHOCOLATE;1;850
2022-02-12;FRUTILLA;1;350
2022-02-14;CHOCOLATE;1;600
2022-02-14;MANGO;1;6000
2022-02-14;VAINILLA;1;1150
2022-02-14;CHOCOLATE;1;1750
2022-02-14;VAINILLA;1;4700
2022-02-14;FRUTILLA;1;700
2022-02-14;CHOCOLATE;1;1150
2022-02-14;VAINILLA;1;1700
2022-02-14;MENTA;1;1600
2022-02-14;VAINILLA;1;1150
2022-02-14;CHOCOLATE;1;3200
2022-02-14;MENTA;1;600
2022-02-15;FRUTILLA;1;1000
2022-02-15;MENTA;1;500
2022-02-16;VAINILLA;1;1150
2022-02-16;CHOCOLATE;1;1700
2022-02-17;MENTA;1;1650
2022-02-18;MENTA;1;700
2022-02-18;MENTA;1;300
2022-02-19;FRUTILLA;1;250
2022-02-19;MENTA;1;600
2022-02-22;FRUTILLA;1;400
2022-02-22;MENTA;1;450
2022-02-22;CHOCOLATE;1;500
2022-02-22;FRUTILLA;1;250
2022-02-23;VAINILLA;1;750
2022-02-28;MANGO;1;2650
2022-02-28;MENTA;1;750
2022-03-01;VAINILLA;1;950
2022-03-01;VAINILLA;1;750
2022-03-03;MENTA;1;1300
2022-03-05;VAINILLA;1;1200
2022-03-07;FRUTILLA;1;700
2022-03-07;CHOCOLATE;1;950
2022-03-07;CHOCOLATE;1;2250
2022-03-07;FRUTILLA;1;500
2022-03-09;MENTA;1;600
2022-03-09;MENTA;1;800
2022-03-09;MENTA;1;300
2022-03-11;MENTA;1;650
2022-03-12;CHOCOLATE;1;450
2022-03-14;MENTA;1;500
2022-03-15;MENTA;1;500
2022-03-15;CHOCOLATE;1;700
2022-03-15;FRUTILLA;1;700
2022-03-16;FRUTILLA;1;850
2022-03-16;FRUTILLA;1;400
2022-03-16;VAINILLA;1;1200
2022-03-18;MENTA;1;350
2022-03-18;FRUTILLA;1;250
2022-03-18;FRUTILLA;1;750
2022-03-18;FRUTILLA;1;1100
2022-03-18;FRUTILLA;1;350
2022-03-18;MENTA;1;900
2022-03-19;MENTA;1;500
2022-03-21;MENTA;1;550
2022-03-22;CHOCOLATE;1;1000
2022-03-24;VAINILLA;1;2150
2022-03-24;MENTA;1;850
2022-03-28;MENTA;1;900
2022-03-28;CHOCOLATE;1;18350
2022-03-30;MENTA;1;550
2022-03-31;FRUTILLA;1;350
2022-03-31;CHOCOLATE;1;350
2022-04-01;FRUTILLA;1;200
2022-04-01;CHOCOLATE;1;950
2022-04-02;CHOCOLATE;1;1050
2022-04-04;MANGO;1;750
2022-04-04;VAINILLA;1;1800
2022-04-05;FRUTILLA;1;600
2022-04-06;CHOCOLATE;1;1350
2022-04-06;VAINILLA;1;850
2022-04-08;CHOCOLATE;1;450
2022-04-08;FRUTILLA;1;150
2022-04-08;FRUTILLA;1;150
2022-04-08;MENTA;1;700
2022-04-11;MENTA;1;350
2022-04-11;CHOCOLATE;1;3100
2022-04-12;MENTA;1;600
2022-04-12;MENTA;1;600
2022-04-12;MENTA;1;700
2022-04-19;CHOCOLATE;1;3600
2022-04-19;FRUTILLA;1;800
2022-04-19;FRUTILLA;1;600
2022-04-20;MENTA;1;500
2022-04-20;MENTA;1;400
2022-04-20;CHOCOLATE;1;1100
2022-04-21;VAINILLA;1;1200
2022-04-25;MENTA;1;500
2022-04-25;FRUTILLA;1;550
2022-04-27;MENTA;1;400
2022-04-27;CHOCOLATE;1;6800
2022-04-29;MENTA;1;500
2022-04-29;VAINILLA;1;4700
2022-04-29;FRUTILLA;1;400
2022-04-29;VAINILLA;1;1150
2022-04-30;FRUTILLA;1;550
2022-04-30;CHOCOLATE;1;3200
2022-05-02;CHOCOLATE;1;2250
2022-05-02;FRUTILLA;1;400
2022-05-02;MENTA;1;500
2022-05-02;MENTA;1;800
2022-05-03;VAINILLA;1;650
2022-05-03;VAINILLA;1;1750
2022-05-04;MENTA;1;1300
2022-05-05;CHOCOLATE;1;500
2022-05-06;VAINILLA;1;1550
2022-05-06;CHOCOLATE;1;900
2022-05-06;MENTA;1;550
2022-05-07;VAINILLA;1;1500
2022-05-07;CHOCOLATE;1;500
2022-05-07;MENTA;1;550
2022-05-09;VAINILLA;1;1400
2022-05-09;CHOCOLATE;1;1050
2022-05-11;MENTA;1;400
2022-05-12;FRUTILLA;1;600
2022-05-13;VAINILLA;1;1700
2022-05-16;MANGO;1;1500
2022-05-16;CHOCOLATE;1;750
2022-05-19;MENTA;1;500
2022-05-19;VAINILLA;1;1600
2022-05-19;VAINILLA;1;5050
2022-05-20;MENTA;1;1400
2022-05-23;CHOCOLATE;1;5450
2022-05-23;MENTA;1;800
2022-05-24;FRUTILLA;1;400
2022-05-24;MENTA;1;450
2022-05-25;MENTA;1;1200
2022-05-25;MENTA;1;500
2022-05-27;VAINILLA;1;2850
2022-05-27;VAINILLA;1;2750
2022-05-30;VAINILLA;1;1600
2022-05-31;MENTA;1;600
2022-06-01;VAINILLA;1;1350
2022-06-07;MENTA;1;400
2022-06-07;MENTA;1;350
2022-06-08;CHOCOLATE;1;2700
2022-06-08;FRUTILLA;1;650
2022-06-10;MENTA;1;11450
2022-06-13;CHOCOLATE;1;900
2022-06-17;VAINILLA;1;950
2022-06-17;VAINILLA;1;850
2022-06-18;VAINILLA;1;4100
2022-06-23;VAINILLA;1;1150
2022-06-24;VAINILLA;1;1350
2022-06-25;MENTA;1;350
2022-06-28;MENTA;1;600
2022-06-29;VAINILLA;1;1600
2022-06-29;VAINILLA;1;1450
2022-07-01;CHOCOLATE;1;4000
2022-07-04;VAINILLA;1;4500
2022-07-05;VAINILLA;1;1250
2022-07-08;MENTA;1;550
2022-07-08;FRUTILLA;1;2300
2022-07-09;MENTA;1;850
2022-07-11;FRUTILLA;1;650
2022-07-12;VAINILLA;1;850
2022-07-14;CHOCOLATE;1;1000
2022-07-14;FRUTILLA;1;550
2022-07-25;VAINILLA;1;1450
2022-07-26;CHOCOLATE;1;1000
2022-07-29;TORTA SUIZA;1;500
2022-07-29;MENTA;1;1100
2022-08-04;MENTA;1;350
2022-08-05;CHOCOLATE;1;1000
2022-08-05;MENTA;1;1400
2022-08-12;FRUTILLA;1;450
2022-08-12;FRUTILLA;1;750
2022-08-13;FRUTILLA;1;1050
2022-08-13;FRUTILLA;1;900
2022-08-13;MANGO;1;1200
2022-08-16;MENTA;1;400
2022-08-16;FRUTILLA;1;750
2022-08-17;MENTA;1;1350
2022-08-19;MENTA;1;850
2022-08-23;FRUTILLA;1;300
2022-08-30;VAINILLA;1;1150
2022-08-30;VAINILLA;1;950
2022-09-03;MENTA;1;400
2022-09-03;TORTA SUIZA;1;550
2022-09-10;CHOCOLATE;1;4900
2022-09-12;CHOCOLATE;1;500
2022-09-21;MENTA;1;400
2022-09-21;CHOCOLATE;1;650
2022-09-21;CHOCOLATE;1;5200
2022-09-22;MENTA;1;1500
2022-09-22;VAINILLA;1;950
2022-09-23;VAINILLA;1;1100
2022-09-27;VAINILLA;1;1600
2022-09-28;VAINILLA;1;1000
2022-09-28;VAINILLA;1;1600
2022-09-28;VAINILLA;1;2100
2022-09-29;MENTA;1;850
2022-09-29;MENTA;1;450
2022-10-01;FRUTILLA;1;350
2022-10-04;FRUTILLA;1;700
2022-10-04;CHOCOLATE;1;800
2022-10-06;FRUTILLA;1;800
2022-10-07;MENTA;1;750
2022-10-11;MENTA;1;450
2022-10-11;MENTA;1;1350
2022-10-12;VAINILLA;1;1600
2022-10-17;MENTA;1;450
2022-10-17;VAINILLA;1;1100
2022-10-19;MANGO;1;8100
2022-10-21;MANGO;1;3650
2022-10-27;CHOCOLATE;1;5350
2022-10-27;MANGO;1;3950
2022-10-28;VAINILLA;1;1650
2022-11-02;MENTA;1;500
2022-11-03;FRUTILLA;1;350
2022-11-03;CHOCOLATE;1;900
2022-11-04;MENTA;1;450
2022-11-04;MENTA;1;2950
2022-11-07;FRUTILLA;1;300
2022-11-07;CHOCOLATE;1;800
2022-11-07;MENTA;1;500
2022-11-07;MENTA;1;450
2022-11-07;CHOCOLATE;1;900
2022-11-09;MENTA;1;950
2022-11-10;FRUTILLA;1;450
2022-11-15;FRUTILLA;1;2150
2022-11-15;CHOCOLATE;1;850
2022-11-16;FRUTILLA;1;850
2022-11-16;CHOCOLATE;1;1700
2022-11-18;MENTA;1;500
2022-11-19;VAINILLA;1;800
2022-11-22;MENTA;1;1550
2022-11-23;MENTA;1;500
2022-11-24;CHOCOLATE;1;500
2022-11-24;FRUTILLA;1;400
2022-11-25;VAINILLA;1;1000
2022-11-28;CHOCOLATE;1;1100
2022-11-28;MENTA;1;400
2022-11-29;CHOCOLATE;1;500
2022-11-30;CHOCOLATE;1;550
2022-11-30;FRUTILLA;1;700
2022-12-01;FRUTILLA;1;400
2022-12-01;FRUTILLA;1;950
2022-12-02;CHOCOLATE;1;550
2022-12-02;FRUTILLA;1;350
2022-12-05;VAINILLA;1;1400
2022-12-06;VAINILLA;1;850
2022-12-06;MENTA;1;500
2022-12-06;MENTA;1;850
2022-12-07;MANGO;1;2200
2022-12-07;FRUTILLA;1;600
2022-12-07;CHOCOLATE;1;1550
2022-12-10;VAINILLA;1;1350
2022-12-12;FRUTILLA;1;500
2022-12-13;MENTA;1;1350
2022-12-13;MENTA;1;1950
2022-12-15;MENTA;1;2600
2022-12-15;FRUTILLA;1;1900
2022-12-15;VAINILLA;1;3850
2022-12-15;MENTA;1;700
2022-12-16;VAINILLA;1;1800
2022-12-17;MENTA;1;500
2022-12-19;MENTA;1;350
2022-12-19;MENTA;1;1200
2022-12-19;MENTA;1;500
2022-12-20;MENTA;1;800
2022-12-20;VAINILLA;1;1000
2022-12-21;FRUTILLA;1;500
2022-12-21;VAINILLA;1;1300
2022-12-21;VAINILLA;1;1600
2022-12-21;MENTA;1;800
2022-12-21;MANGO;1;3100
2022-12-21;CHOCOLATE;1;1100
2022-12-21;MENTA;1;1550
2022-12-21;CHOCOLATE;1;500
2022-12-21;VAINILLA;1;1400
2022-12-22;VAINILLA;1;1600
2022-12-23;CHOCOLATE;1;1150
2022-12-23;FRUTILLA;1;350
2022-12-23;MENTA;1;500
2022-12-23;MENTA;1;450
2022-12-23;MENTA;1;450
2022-12-23;MENTA;1;350
2022-12-23;FRUTILLA;1;450
2022-12-23;FRUTILLA;1;450
2022-12-23;FRUTILLA;1;450
2022-12-23;VAINILLA;1;1150
2022-12-23;FRUTILLA;1;450
2022-12-23;FRUTILLA;1;350
2022-12-23;MENTA;1;500
2022-12-24;MENTA;1;2700
2022-12-24;MENTA;1;1300
2022-12-24;MENTA;1;1000
2022-12-24;MENTA;1;1350
2022-12-26;MENTA;1;1200
2022-12-26;MENTA;1;400
2022-12-26;CHOCOLATE;1;950
2022-12-27;VAINILLA;1;1100
2022-12-28;VAINILLA;1;650
2022-12-28;MENTA;1;1000
2022-12-28;CHOCOLATE;1;1000
2022-12-28;VAINILLA;1;1100
2022-12-28;FRUTILLA;1;2650
2022-12-28;CHOCOLATE;1;6700
2022-12-29;FRUTILLA;1;800
2022-12-29;CHOCOLATE;1;3850
2022-12-29;FRUTILLA;1;1500
2022-12-29;MENTA;1;850
2022-12-29;FRUTILLA;1;750
2022-12-29;FRUTILLA;1;950
2022-12-29;FRUTILLA;1;450
2022-12-29;FRUTILLA;1;600
2022-12-29;FRUTILLA;1;450
2022-12-29;FRUTILLA;1;1250
2022-12-29;FRUTILLA;1;750
2022-12-29;MENTA;1;600
2022-12-29;MENTA;1;1000
2022-12-30;VAINILLA;1;700
2022-01-03;CHOCOLATE;1;1800
2022-01-04;MENTA;1;950
2022-01-05;CHOCOLATE;1;1450
2022-01-06;MENTA;1;650
2022-01-06;FRUTILLA;1;700
2022-01-06;FRUTILLA;1;700
2022-01-10;MENTA;1;450
2022-01-10;MENTA;1;450
2022-01-10;VAINILLA;1;1000
2022-01-11;MENTA;1;450
2022-01-12;CHOCOLATE;1;1800
2022-01-13;MANGO;1;550
2022-01-13;CHOCOLATE;1;800
2022-01-13;FRUTILLA;1;800
2022-01-15;VAINILLA;1;1300
2022-01-17;CHOCOLATE;1;8200
2022-01-17;FRUTILLA;1;800
2022-01-20;MENTA;1;350
2022-01-20;MANGO;1;750
2022-01-20;MENTA;1;750
2022-01-20;VAINILLA;1;1200
2022-01-25;VAINILLA;1;1500
2022-01-26;VAINILLA;1;2250
2022-01-27;CHOCOLATE;1;1550
2022-01-27;MENTA;1;800
2022-01-28;VAINILLA;1;2250
2022-01-29;VAINILLA;1;1650
2022-02-02;MENTA;1;950
2022-02-02;MENTA;1;600
2022-02-02;CHOCOLATE;1;1300
2022-02-03;MENTA;1;500
2022-02-04;CHOCOLATE;1;850
2022-02-08;MENTA;1;450
2022-02-08;MENTA;1;800
2022-02-08;MENTA;1;450
2022-02-08;VAINILLA;1;1100
2022-02-08;CHOCOLATE;1;1000
2022-02-09;FRUTILLA;1;1100
2022-02-09;CHOCOLATE;1;600
2022-02-10;MENTA;1;450
2022-02-10;MENTA;1;1300
2022-02-11;MENTA;1;950
2022-02-11;VAINILLA;1;1550
2022-02-11;VAINILLA;1;1200
2022-02-14;VAINILLA;1;3750
2022-02-14;CHOCOLATE;1;1550
2022-02-14;MANGO;1;450
2022-02-14;MENTA;1;600
2022-02-14;FRUTILLA;1;550
2022-02-14;VAINILLA;1;1350
2022-02-14;MENTA;1;450
2022-02-14;CHOCOLATE;1;900
2022-02-14;FRUTILLA;1;250
2022-02-14;MENTA;1;600
2022-02-14;MENTA;1;1050
2022-02-14;CHOCOLATE;1;1450
2022-02-14;VAINILLA;1;1050
2022-02-14;CHOCOLATE;1;3500
2022-02-15;MENTA;1;500
2022-02-17;VAINILLA;1;2250
2022-02-17;MENTA;1;400
