fecha_venta;familia;cantidad;gramos
2022-02-18;MENTA;1;400
2022-02-19;VAINILLA;1;1550
2022-02-19;MENTA;1;400
2022-02-19;MENTA;1;400
2022-02-19;VAINILLA;1;1200
2022-02-19;MENTA;1;1600
2022-02-21;VAINILLA;1;900
2022-02-21;MENTA;1;550
2022-02-22;VAINILLA;1;1100
2022-02-22;VAINILLA;1;800
2022-02-22;MENTA;1;400
2022-02-23;CHOCOLATE;1;2000
2022-02-23;CHOCOLATE;1;950
2022-02-23;FRUTILLA;1;500
2022-02-23;CHOCOLATE;1;950
2022-02-23;FRUTILLA;1;250
2022-02-24;MENTA;1;600
2022-02-24;CHOCOLATE;1;1700
2022-02-24;FRUTILLA;1;650
2022-02-25;VAINILLA;1;1450
2022-02-25;MENTA;1;1350
2022-02-25;MENTA;1;400
2022-02-26;MENTA;1;2450
2022-02-28;MENTA;1;850
2022-02-28;MENTA;1;550
2022-03-01;FRUTILLA;1;1550
2022-03-02;CHOCOLATE;1;5400
2022-03-02;FRUTILLA;1;3250
2022-03-03;MENTA;1;1100
2022-03-03;VAINILLA;1;1400
2022-03-04;VAINILLA;1;850
2022-03-04;MENTA;1;400
2022-03-04;VAINILLA;1;950
2022-03-04;VAINILLA;1;1150
2022-03-04;MENTA;1;900
2022-03-04;CHOCOLATE;1;600
2022-03-04;MENTA;1;650
2022-03-07;VAINILLA;1;3450
2022-03-08;VAINILLA;1;1750
2022-03-09;MENTA;1;800
2022-03-09;CHOCOLATE;1;600
2022-03-09;MENTA;1;400
2022-03-10;VAINILLA;1;1400
2022-03-11;MENTA;1;800
2022-03-11;VAINILLA;1;2600
2022-03-12;MENTA;1;450
2022-03-12;VAINILLA;1;1300
2022-03-14;VAINILLA;1;1550
2022-03-14;CHOCOLATE;1;1100
2022-03-17;MENTA;1;600
2022-03-17;VAINILLA;1;1200
2022-03-25;FRUTILLA;1;350
2022-03-25;CHOCOLATE;1;500
2022-03-28;MANGO;1;3850
2022-03-29;MENTA;1;550
2022-03-29;MENTA;1;500
2022-03-30;MENTA;1;550
2022-04-02;CHOCOLATE;1;1750
2022-04-02;MENTA;1;700
2022-04-04;VAINILLA;1;1100
2022-04-04;VAINILLA;1;1850
2022-04-04;VAINILLA;1;650
2022-04-04;MENTA;1;650
2022-04-05;MENTA;1;1700
2022-04-07;CHOCOLATE;1;800
2022-04-08;MENTA;1;1200
2022-04-08;MENTA;1;500
2022-04-11;MENTA;1;700
2022-04-12;FRUTILLA;1;1050
2022-04-13;VAINILLA;1;1150
2022-04-13;CHOCOLATE;1;1150
2022-04-13;CHOCOLATE;1;1050
2022-04-13;MENTA;1;500
2022-04-14;CHOCOLATE;1;2700
2022-04-14;MENTA;1;900
2022-04-14;CHOCOLATE;1;8450
2022-04-19;MENTA;1;400
2022-04-21;CHOCOLATE;1;1800
2022-04-21;FRUTILLA;1;400
2022-04-22;MANGO;1;2100
2022-04-22;CHOCOLATE;1;1400
2022-04-22;CHOCOLATE;1;2450
2022-04-22;MENTA;1;650
2022-04-25;VAINILLA;1;1450
2022-04-26;VAINILLA;1;2500
2022-04-28;FRUTILLA;1;2250
2022-04-28;MENTA;1;1400
2022-04-28;VAINILLA;1;1050
2022-04-28;MENTA;1;500
2022-04-29;FRUTILLA;1;750
2022-04-29;MENTA;1;650
2022-05-02;VAINILLA;1;1200
2022-05-02;MENTA;1;600
2022-05-03;MANGO;1;300
2022-05-04;MENTA;1;700
2022-05-04;MENTA;1;600
2022-05-04;MENTA;1;1150
2022-05-06;MANGO;1;1200
2022-05-06;CHOCOLATE;1;2850
2022-05-06;VAINILLA;1;2050
2022-05-06;VAINILLA;1;1900
2022-05-06;MENTA;1;650
2022-05-07;MENTA;1;900
2022-05-09;MENTA;1;700
2022-05-10;VAINILLA;1;1400
2022-05-10;CHOCOLATE;1;500
2022-05-10;MENTA;1;450
2022-05-12;CHOCOLATE;1;3450
2022-05-18;MENTA;1;550
2022-05-18;CHOCOLATE;1;4000
2022-05-20;MANGO;1;400
2022-05-20;MENTA;1;650
2022-05-20;MENTA;1;1300
2022-05-23;FRUTILLA;1;500
2022-05-23;CHOCOLATE;1;4750
2022-05-30;MENTA;1;1150
2022-06-01;CHOCOLATE;1;900
2022-06-07;TORTA SUIZA;1;550
2022-06-07;MENTA;1;1350
2022-06-07;MENTA;1;1350
2022-06-15;FRUTILLA;1;1100
2022-06-15;CHOCOLATE;1;2000
2022-06-16;VAINILLA;1;1000
2022-06-20;MENTA;1;600
2022-06-22;MENTA;1;600
2022-06-22;FRUTILLA;1;350
2022-06-23;VAINILLA;1;1300
2022-06-24;VAINILLA;1;1600
2022-06-30;MENTA;1;650
2022-06-30;MENTA;1;1700
2022-06-30;VAINILLA;1;2900
2022-06-30;VAINILLA;1;2250
2022-07-06;CHOCOLATE;1;3150
2022-07-07;MENTA;1;700
2022-07-07;VAINILLA;1;1350
2022-07-07;VAINILLA;1;1700
2022-07-11;MENTA;1;800
2022-07-14;CHOCOLATE;1;1350
2022-07-15;MENTA;1;1250
2022-07-15;VAINILLA;1;2050
2022-07-19;FRUTILLA;1;700
2022-07-19;CHOCOLATE;1;2150
2022-07-20;MENTA;1;450
2022-07-20;VAINILLA;1;850
2022-07-25;VAINILLA;1;950
2022-07-25;VAINILLA;1;1050
2022-07-26;VAINILLA;1;1050
2022-07-27;MENTA;1;500
2022-07-29;MENTA;1;2450
2022-07-29;MENTA;1;600
2022-08-01;MENTA;1;400
2022-08-01;CHOCOLATE;1;9800
2022-08-03;MENTA;1;750
2022-08-04;FRUTILLA;1;2150
2022-08-04;CHOCOLATE;1;6450
2022-08-05;MENTA;1;950
2022-08-05;MENTA;1;1000
2022-08-05;VAINILLA;1;1550
2022-08-05;CHOCOLATE;1;1100
2022-08-09;MENTA;1;850
2022-08-09;MENTA;1;500
2022-08-09;MENTA;1;450
2022-08-10;MENTA;1;400
2022-08-11;CHOCOLATE;1;1450
2022-08-13;CHOCOLATE;1;550
2022-08-16;VAINILLA;1;1350
2022-08-16;VAINILLA;1;1600
2022-08-16;MENTA;1;1350
2022-08-17;VAINILLA;1;1850
2022-08-18;MENTA;1;2300
2022-08-18;MENTA;1;550
2022-08-19;VAINILLA;1;750
2022-08-20;MENTA;1;600
2022-08-20;MENTA;1;600
2022-08-20;CHOCOLATE;1;2300
2022-08-22;MENTA;1;650
2022-08-22;MENTA;1;650
2022-08-23;MENTA;1;1050
2022-08-25;MENTA;1;1100
2022-08-25;VAINILLA;1;4750
2022-08-29;MENTA;1;500
2022-08-29;VAINILLA;1;1250
2022-08-29;MENTA;1;350
2022-08-30;CHOCOLATE;1;550
2022-08-30;CHOCOLATE;1;500
2022-08-30;FRUTILLA;1;500
2022-09-05;MENTA;1;1450
2022-09-07;MENTA;1;600
2022-09-07;MENTA;1;400
2022-09-09;MENTA;1;350
2022-09-09;FRUTILLA;1;950
2022-09-09;CHOCOLATE;1;2000
2022-09-10;MENTA;1;350
2022-09-12;CHOCOLATE;1;700
2022-09-13;VAINILLA;1;3450
2022-09-14;CHOCOLATE;1;1000
2022-09-14;FRUTILLA;1;700
2022-09-21;MENTA;1;1050
2022-09-21;MENTA;1;750
2022-09-23;FRUTILLA;1;550
2022-09-23;FRUTILLA;1;450
2022-09-26;FRUTILLA;1;550
2022-09-26;CHOCOLATE;1;1000
2022-09-26;VAINILLA;1;1150
2022-09-28;MENTA;1;1050
2022-09-28;MENTA;1;400
2022-09-28;FRUTILLA;1;1000
2022-09-28;MENTA;1;400
2022-09-28;MENTA;1;1350
2022-09-29;CHOCOLATE;1;650
2022-10-01;VAINILLA;1;1500
2022-10-01;VAINILLA;1;1650
2022-10-03;MENTA;1;850
2022-10-03;CHOCOLATE;1;1000
2022-10-03;CHOCOLATE;1;550
2022-10-03;VAINILLA;1;4050
2022-10-03;CHOCOLATE;1;1000
2022-10-04;CHOCOLATE;1;1350
2022-10-04;FRUTILLA;1;550
2022-10-04;MENTA;1;700
2022-10-04;MENTA;1;500
2022-10-04;MENTA;1;400
2022-10-05;MANGO;1;750
2022-10-05;VAINILLA;1;1400
2022-10-05;VAINILLA;1;1700
2022-10-05;MENTA;1;450
2022-10-05;MENTA;1;600
2022-10-06;CHOCOLATE;1;1000
2022-10-07;FRUTILLA;1;2000
2022-10-11;MENTA;1;500
2022-10-14;MENTA;1;450
2022-10-14;CHOCOLATE;1;600
2022-10-19;VAINILLA;1;900
2022-10-20;VAINILLA;1;1900
2022-10-22;MENTA;1;400
2022-10-22;MENTA;1;950
2022-10-26;MENTA;1;1250
2022-10-26;MENTA;1;1200
2022-10-27;MANGO;1;850
2022-10-28;MANGO;1;750
2022-10-28;CHOCOLATE;1;900
2022-10-29;CHOCOLATE;1;5100
2022-11-04;FRUTILLA;1;1000
2022-11-05;CHOCOLATE;1;8750
2022-11-05;MENTA;1;1350
2022-11-07;MENTA;1;900
2022-11-07;CHOCOLATE;1;3750
2022-11-08;FRUTILLA;1;300
2022-11-08;CHOCOLATE;1;1150
2022-11-11;MENTA;1;400
2022-11-11;FRUTILLA;1;950
2022-11-11;CHOCOLATE;1;4000
2022-11-14;VAINILLA;1;2850
2022-11-15;CHOCOLATE;1;1250
2022-11-16;VAINILLA;1;950
2022-11-18;CHOCOLATE;1;3950
2022-11-22;VAINILLA;1;1700
2022-11-23;CHOCOLATE;1;1350
2022-11-26;MENTA;1;600
2022-11-26;MANGO;1;4200
2022-11-29;MENTA;1;800
2022-11-30;VAINILLA;1;800
2022-11-30;MENTA;1;700
2022-12-02;MENTA;1;750
2022-12-05;CHOCOLATE;1;1000
2022-12-07;VAINILLA;1;1050
2022-12-09;VAINILLA;1;550
2022-12-09;MENTA;1;1000
2022-12-09;MENTA;1;1000
2022-12-09;MENTA;1;650
2022-12-10;VAINILLA;1;1500
2022-12-12;MENTA;1;1400
2022-12-13;MENTA;1;400
2022-12-14;MENTA;1;400
2022-12-14;VAINILLA;1;1900
2022-12-15;CHOCOLATE;1;2050
2022-12-15;FRUTILLA;1;650
2022-12-15;CHOCOLATE;1;1250
2022-12-15;MENTA;1;600
2022-12-16;VAINILLA;1;1350
2022-12-16;MENTA;1;1200
2022-12-19;MENTA;1;1050
2022-12-19;VAINILLA;1;1900
2022-12-19;MANGO;1;750
2022-12-19;MANGO;1;550
2022-12-19;MENTA;1;1150
2022-12-19;VAINILLA;1;1000
2022-12-19;MENTA;1;400
2022-12-20;MANGO;1;2950
2022-12-20;VAINILLA;1;1550
2022-12-20;MENTA;1;1050
2022-12-20;MENTA;1;550
2022-12-20;CHOCOLATE;1;700
2022-12-20;MANGO;1;550
2022-12-20;CHOCOLATE;1;750
2022-12-20;FRUTILLA;1;3250
2022-12-20;CHOCOLATE;1;5550
2022-12-21;VAINILLA;1;1100
2022-12-21;VAINILLA;1;1600
2022-12-21;MENTA;1;1500
2022-12-21;MENTA;1;950
2022-12-21;VAINILLA;1;1150
2022-12-21;MENTA;1;450
2022-12-22;VAINILLA;1;2000
2022-12-22;VAINILLA;1;1550
2022-12-22;VAINILLA;1;1050
2022-12-22;MENTA;1;1350
2022-12-22;MENTA;1;1350
2022-12-22;CHOCOLATE;1;1900
2022-12-22;CHOCOLATE;1;550
2022-12-22;CHOCOLATE;1;1700
2022-12-22;VAINILLA;1;700
2022-12-22;MENTA;1;1150
2022-12-22;FRUTILLA;1;900
2022-12-22;CHOCOLATE;1;2700
2022-12-22;VAINILLA;1;1700
2022-12-22;MANGO;1;2400
2022-12-23;MENTA;1;550
2022-12-23;VAINILLA;1;1300
2022-12-23;MANGO;1;2150
2022-12-23;VAINILLA;1;900
2022-12-23;VAINILLA;1;950
2022-12-23;VAINILLA;1;1050
2022-12-23;MENTA;1;450
2022-12-23;MENTA;1;750
2022-12-24;VAINILLA;1;1400
2022-12-24;MENTA;1;800
2022-12-24;MANGO;1;800
2022-12-26;VAINILLA;1;1650
2022-12-26;VAINILLA;1;1450
2022-12-27;MENTA;1;1050
2022-12-27;VAINILLA;1;1450
2022-12-27;VAINILLA;1;700
2022-12-28;MENTA;1;1150
2022-12-29;VAINILLA;1;950
2022-12-29;MENTA;1;550
2022-12-29;FRUTILLA;1;550
2022-12-30;CHOCOLATE;1;1000
2022-12-30;CHOCOLATE;1;1450
2022-12-30;FRUTILLA;1;700
2022-01-14;CHOCOLATE;1;950
2022-05-30;VAINILLA;1;1500
2022-05-31;VAINILLA;1;2350
2022-05-31;VAINILLA;1;1400
2022-05-31;MENTA;1;1000
2022-05-31;CHOCOLATE;1;500
2022-06-02;MENTA;1;800
2022-06-02;FRUTILLA;1;550
2022-06-03;MENTA;1;1000
2022-06-07;MENTA;1;300
2022-06-07;MENTA;1;850
2022-06-07;MENTA;1;950
2022-06-08;MENTA;1;450
2022-06-08;MENTA;1;300
2022-06-11;CHOCOLATE;1;950
2022-06-11;FRUTILLA;1;300
2022-06-13;CHOCOLATE;1;1700
2022-06-13;FRUTILLA;1;600
2022-06-14;FRUTILLA;1;350
2022-06-15;VAINILLA;1;850
2022-06-15;VAINILLA;1;1700
2022-06-15;VAINILLA;1;1550
2022-06-15;VAINILLA;1;1250
2022-06-15;VAINILLA;1;1050
2022-06-16;MENTA;1;450
2022-06-17;VAINILLA;1;700
2022-06-17;CHOCOLATE;1;300
2022-06-17;CHOCOLATE;1;300
2022-06-17;MENTA;1;750
2022-06-18;MENTA;1;900
2022-06-18;VAINILLA;1;2250
2022-06-20;MENTA;1;550
2022-06-20;VAINILLA;1;1050
2022-06-20;CHOCOLATE;1;1100
2022-06-24;CHOCOLATE;1;2850
2022-06-25;MENTA;1;300
2022-06-29;VAINILLA;1;1150
2022-06-29;CHOCOLATE;1;500
2022-06-29;VAINILLA;1;1100
2022-06-29;VAINILLA;1;1100
2022-06-29;VAINILLA;1;1600
2022-07-02;MENTA;1;900
2022-07-04;CHOCOLATE;1;2700
2022-07-04;MENTA;1;400
2022-07-05;VAINILLA;1;3000
2022-07-05;VAINILLA;1;1650
2022-07-07;MENTA;1;500
2022-07-07;MENTA;1;900
2022-07-07;MENTA;1;500
2022-07-07;VAINILLA;1;650
2022-07-07;VAINILLA;1;950
2022-07-08;MENTA;1;950
2022-07-12;MENTA;1;450
2022-07-13;MENTA;1;500
2022-07-13;MENTA;1;400
2022-07-13;FRUTILLA;1;150
2022-07-15;MENTA;1;650
2022-07-19;MENTA;1;400
2022-07-19;FRUTILLA;1;600
2022-07-20;VAINILLA;1;1250
2022-07-21;MENTA;1;1650
2022-07-22;MENTA;1;1600
2022-07-22;MANGO;1;2850
2022-07-25;MANGO;1;850
2022-07-25;VAINILLA;1;2800
2022-07-29;MENTA;1;350
2022-07-30;VAINILLA;1;1550
2022-08-01;MENTA;1;1100
2022-08-02;CHOCOLATE;1;900
2022-08-03;MENTA;1;350
2022-08-04;VAINILLA;1;1050
2022-08-04;MENTA;1;1000
2022-08-08;FRUTILLA;1;300
2022-08-08;CHOCOLATE;1;900
2022-08-10;VAINILLA;1;1150
2022-08-10;CHOCOLATE;1;950
2022-08-11;VAINILLA;1;950
2022-08-12;CHOCOLATE;1;500
2022-08-16;MENTA;1;900
2022-08-16;CHOCOLATE;1;3200
2022-08-16;MENTA;1;850
2022-08-17;MENTA;1;650
2022-08-17;FRUTILLA;1;300
2022-08-17;MENTA;1;450
2022-08-18;VAINILLA;1;1250
2022-08-18;MENTA;1;450
2022-08-18;MENTA;1;1350
2022-08-18;VAINILLA;1;600
2022-08-18;VAINILLA;1;600
2022-08-18;MENTA;1;400
2022-08-18;MENTA;1;850
2022-08-19;VAINILLA;1;2550
2022-08-19;VAINILLA;1;3050
2022-08-20;CHOCOLATE;1;1400
2022-08-20;VAINILLA;1;3100
2022-08-22;MENTA;1;350
2022-08-22;VAINILLA;1;1450
2022-08-22;MENTA;1;400
2022-08-23;CHOCOLATE;1;2700
2022-08-24;MENTA;1;1050
2022-08-24;MENTA;1;1050
2022-08-24;VAINILLA;1;2950
2022-08-24;VAINILLA;1;2550
2022-08-24;MENTA;1;900
2022-08-25;VAINILLA;1;950
2022-08-26;VAINILLA;1;2500
2022-08-26;VAINILLA;1;3050
2022-08-27;MENTA;1;850
2022-08-29;MENTA;1;350
2022-08-30;MENTA;1;450
2022-08-31;MENTA;1;1700
2022-08-31;VAINILLA;1;1550
2022-09-02;MENTA;1;1100
2022-09-02;VAINILLA;1;1550
2022-09-05;MENTA;1;400
2022-09-06;CHOCOLATE;1;11750
2022-09-06;CHOCOLATE;1;1700
2022-09-06;FRUTILLA;1;300
2022-09-07;FRUTILLA;1;300
2022-09-07;CHOCOLATE;1;2700
2022-09-07;FRUTILLA;1;300
2022-09-07;MENTA;1;1550
2022-09-09;FRUTILLA;1;450
2022-09-09;CHOCOLATE;1;1000
2022-09-09;MENTA;1;750
2022-09-09;MANGO;1;550
2022-09-12;VAINILLA;1;2050
2022-09-12;VAINILLA;1;2050
2022-09-12;VAINILLA;1;1850
2022-09-12;VAINILLA;1;1500
2022-09-13;CHOCOLATE;1;550
2022-09-13;MENTA;1;600
2022-09-15;MENTA;1;400
2022-09-23;VAINILLA;1;1850
2022-09-23;VAINILLA;1;2000
2022-09-23;MENTA;1;1000
2022-09-23;FRUTILLA;1;500
2022-09-26;CHOCOLATE;1;1750
2022-09-29;MENTA;1;800
2022-10-03;MENTA;1;450
2022-10-04;MENTA;1;350
2022-10-04;MANGO;1;850
2022-10-04;MENTA;1;800
2022-10-05;MENTA;1;1100
2022-10-12;MENTA;1;650
2022-10-12;MENTA;1;1350
2022-10-14;MENTA;1;900
2022-10-14;FRUTILLA;1;300
2022-10-17;MENTA;1;400
2022-10-17;FRUTILLA;1;400
2022-10-17;CHOCOLATE;1;1600
2022-10-18;MENTA;1;400
2022-10-18;MENTA;1;400
2022-10-19;MENTA;1;1400
2022-10-21;VAINILLA;1;950
2022-10-24;MENTA;1;1050
2022-10-24;FRUTILLA;1;400
2022-10-26;MENTA;1;1350
2022-10-26;VAINILLA;1;2950
2022-10-27;MENTA;1;1000
2022-10-27;FRUTILLA;1;450
2022-10-28;MENTA;1;700
2022-10-28;MENTA;1;450
2022-10-29;MENTA;1;350
2022-11-02;VAINILLA;1;1800
2022-11-04;MENTA;1;450
2022-11-08;FRUTILLA;1;200
2022-11-08;FRUTILLA;1;200
2022-11-11;MENTA;1;450
2022-11-15;CHOCOLATE;1;1200
2022-11-17;VAINILLA;1;1150
2022-11-17;MANGO;1;2400
2022-11-18;CHOCOLATE;1;2700
2022-11-21;CHOCOLATE;1;1300
2022-11-22;MENTA;1;1100
2022-11-22;CHOCOLATE;1;550
2022-11-23;VAINILLA;1;3950
2022-11-23;MENTA;1;900
2022-11-23;CHOCOLATE;1;1000
2022-11-24;VAINILLA;1;1600
2022-11-28;CHOCOLATE;1;8100
2022-11-28;CHOCOLATE;1;3450
2022-11-29;MANGO;1;4000
2022-11-29;MENTA;1;700
2022-12-02;CHOCOLATE;1;1500
2022-12-02;FRUTILLA;1;300
2022-12-05;VAINILLA;1;1050
2022-12-05;MANGO;1;2100
2022-12-05;MENTA;1;750
2022-12-05;MENTA;1;1350
2022-12-05;VAINILLA;1;2200
2022-12-06;MANGO;1;5800
2022-12-06;VAINILLA;1;900
2022-12-06;VAINILLA;1;750
2022-12-07;CHOCOLATE;1;1550
2022-12-07;FRUTILLA;1;350
2022-12-07;MANGO;1;1550
2022-12-09;VAINILLA;1;1500
2022-12-14;VAINILLA;1;1550
2022-12-14;MENTA;1;850
2022-12-15;VAINILLA;1;1200
2022-12-15;VAINILLA;1;600
2022-12-15;CHOCOLATE;1;700
2022-12-15;CHOCOLATE;1;1100
2022-12-15;MENTA;1;800
2022-12-16;CHOCOLATE;1;1300
2022-12-16;CHOCOLATE;1;6750
2022-12-19;CHOCOLATE;1;1000
2022-12-19;VAINILLA;1;1200
2022-12-19;FRUTILLA;1;600
2022-12-19;CHOCOLATE;1;2250
2022-12-19;CHOCOLATE;1;1700
2022-12-19;CHOCOLATE;1;1650
2022-12-19;FRUTILLA;1;650
2022-12-21;VAINILLA;1;1050
2022-12-21;MENTA;1;800
2022-12-22;CHOCOLATE;1;1000
2022-12-22;VAINILLA;1;1350
2022-12-22;VAINILLA;1;1050
2022-12-22;VAINILLA;1;1100
2022-12-22;FRUTILLA;1;600
2022-12-22;CHOCOLATE;1;1600
2022-12-22;MENTA;1;600
2022-12-22;MENTA;1;400
2022-12-22;CHOCOLATE;1;1050
2022-12-23;CHOCOLATE;1;1550
2022-12-23;CHOCOLATE;1;1250
2022-12-23;MENTA;1;1100
2022-12-23;MENTA;1;850
2022-12-23;CHOCOLATE;1;950
2022-12-23;MENTA;1;1000
2022-12-24;FRUTILLA;1;1500
2022-12-26;MENTA;1;1000
2022-12-26;VAINILLA;1;1050
2022-12-27;CHOCOLATE;1;1000
2022-12-28;MENTA;1;350
2022-12-29;MENTA;1;750
2022-12-29;VAINILLA;1;1700
2022-12-30;MENTA;1;600
2022-12-30;MENTA;1;1700
2022-12-30;MENTA;1;1150
2022-12-31;MENTA;1;700
2022-01-03;VAINILLA;1;1650
2022-01-04;VAINILLA;1;1650
2022-01-04;MENTA;1;950
2022-01-05;VAINILLA;1;1650
2022-01-07;MENTA;1;500
2022-01-10;MENTA;1;400
2022-01-15;CHOCOLATE;1;1550
2022-01-17;MENTA;1;900
2022-01-17;CHOCOLATE;1;1250
2022-01-19;MENTA;1;650
2022-01-21;VAINILLA;1;1300
2022-01-25;MENTA;1;400
2022-01-26;CHOCOLATE;1;1000
2022-01-26;MANGO;1;750
2022-01-27;MENTA;1;500
2022-01-28;CHOCOLATE;1;1400
2022-01-28;FRUTILLA;1;200
2022-01-31;VAINILLA;1;1900
2022-01-31;VAINILLA;1;2100
2022-01-31;MENTA;1;400
2022-01-31;VAINILLA;1;4750
2022-02-02;CHOCOLATE;1;450
